               0          1        2        3        4        5        6        7        8        9        10       11       12      13      14      15      16      17      18      19      20      21      22      23      24      25      26
5971       663.33         48        7       10        4        5       11        3        2        3        1      NaN      NaN       1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5972       663.41       1586      294      270      285      307      169       99       58       43       24       12       10       4       2       5       1     NaN       2       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5973       663.43          4        2        1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5974       663.51        113       62        7       12       11        8        4        3        1        3        1      NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5975       663.53         21       13        3        2        1        2      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5976       663.61         16        4      NaN        3        4      NaN        1        2        1        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5977       663.63          1      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5978       663.81       2826      380      298      444      437      363      298      190      130      103       53       42      29      17      14      10      10       4       1     NaN       3     NaN     NaN     NaN     NaN     NaN
5979       663.83        108        6        4       17       14       19       20       11        7        2        2        2       1       2     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5980       663.91        199       31       25       31       23       22       23        9       10        8        6        5       2       1     NaN     NaN       1       1     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN
5981       663.93          3      NaN      NaN        1        1      NaN      NaN      NaN      NaN      NaN      NaN        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5982       664.00          8        4      NaN      NaN        1      NaN        1        1        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5983       664.01      61728    23478     9565    11864     7223     4052     2253     1351      786      459      284      159      99      67      34      20       8       9       6       2       2       4     NaN       2     NaN       1
5984       664.04        184      119       24       20       10        8        2      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5985       664.10          8        3        2        2      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5986       664.11      67649    24642    10361    13542     8283     4489     2547     1537      946      503      289      192     129      78      44      20      17      11       9       3       4       2       1     NaN     NaN     NaN
5987       664.14        241      170       34       20        9        5        1        2      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5988       664.20          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5989       664.21       5153     1629     2123      911      316       89       32       20       14        8        5        4       2     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5990       664.24         23       12        4        3        1        2        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5991       664.31       1004      302      442      167       62       14       10        3        1        2      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN
5992       664.34          8        6        1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5993       664.41        816      266      171      151       92       58       29       17        9        9        7        3       2       1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5994       664.44          7        4        1      NaN        1      NaN      NaN      NaN      NaN      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5995       664.51        312       30       47       55       52       49       22       19       11        6        5        4       3       3       3       1     NaN     NaN     NaN       1     NaN       1     NaN     NaN     NaN     NaN
5996       664.54         17        8        3      NaN        1        1        2        1      NaN      NaN        1      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5997       664.61         87       19       22       30        5        6        2        1      NaN        1      NaN        1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5998       664.64          1      NaN      NaN      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
5999       664.80          3      NaN      NaN        1      NaN        1      NaN        1      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
6000       664.81       8960     2166     1381     1732     1338      835      509      341      232      138       91       79      37      23      24      12      10       2       5     NaN       2       1       2     NaN     NaN     NaN
6001       664.84         50       21       13        6        4      NaN        2        2        1      NaN      NaN      NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
6002       664.91        290      108       52       50       43       15        9        4        3        1        4      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN
6003       664.94          2      NaN        1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
